time,river_level (m)
2022-06-22 09:18:34+00:00,1.765
2022-06-22 10:18:38+00:00,1.765
2022-06-22 11:18:37+00:00,1.785
2022-06-22 12:18:40+00:00,1.765
2022-06-22 13:18:30+00:00,1.775
2022-06-22 14:18:35+00:00,1.765
2022-06-22 15:18:34+00:00,1.765
2022-06-22 16:18:34+00:00,1.765
2022-06-22 17:18:41+00:00,1.755
2022-06-22 18:18:37+00:00,1.765
2022-06-22 19:18:34+00:00,1.745
2022-06-22 20:18:34+00:00,1.795
2022-06-22 21:18:39+00:00,1.795
2022-06-22 22:18:31+00:00,1.785
2022-06-22 23:18:35+00:00,1.775
2022-06-23 00:18:41+00:00,1.775
2022-06-23 01:18:32+00:00,1.765
2022-06-23 02:18:35+00:00,1.775
2022-06-23 03:18:36+00:00,1.745
2022-06-23 04:18:28+00:00,1.745
2022-06-23 05:18:35+00:00,1.745
2022-06-23 06:18:51+00:00,1.745
2022-06-23 07:18:34+00:00,1.745
2022-06-23 08:18:41+00:00,1.745
2022-06-23 09:18:35+00:00,1.745
2022-06-23 10:18:36+00:00,1.755
2022-06-23 11:19:21+00:00,1.735
2022-06-23 12:19:34+00:00,1.765
2022-06-23 13:19:36+00:00,1.795
2022-06-23 14:19:42+00:00,1.805
2022-06-23 15:19:41+00:00,1.805
2022-06-23 16:19:36+00:00,1.795
2022-06-23 17:19:41+00:00,1.805
2022-06-23 18:19:36+00:00,1.805
2022-06-23 19:19:40+00:00,1.815
2022-06-23 20:19:43+00:00,1.805
2022-06-23 21:19:39+00:00,1.805
2022-06-23 22:19:34+00:00,1.785
2022-06-23 23:19:34+00:00,1.795
2022-06-24 00:19:39+00:00,1.795
2022-06-24 01:19:37+00:00,1.795
2022-06-24 02:19:34+00:00,1.795
2022-06-24 03:19:37+00:00,1.795
2022-06-24 04:19:34+00:00,1.785
2022-06-24 05:19:39+00:00,1.785
2022-06-24 06:19:37+00:00,1.775
2022-06-24 07:19:33+00:00,1.765
2022-06-24 08:19:32+00:00,1.765
2022-06-24 09:19:43+00:00,1.765
2022-06-24 10:19:42+00:00,1.755
2022-06-24 11:19:44+00:00,1.755
2022-06-24 12:19:38+00:00,1.765
2022-06-24 13:19:36+00:00,1.725
2022-06-24 14:19:39+00:00,1.745
2022-06-24 15:19:34+00:00,1.755
2022-06-24 16:19:42+00:00,1.735
2022-06-24 17:19:39+00:00,1.725
2022-06-24 18:19:43+00:00,1.735
2022-06-24 19:19:42+00:00,1.725
2022-06-24 20:19:41+00:00,1.735
2022-06-24 21:19:52+00:00,1.735
2022-06-24 22:19:35+00:00,1.735
2022-06-24 23:19:43+00:00,1.725
2022-06-25 00:19:44+00:00,1.725
2022-06-25 01:19:39+00:00,1.725
2022-06-25 02:19:40+00:00,1.695
2022-06-25 03:19:37+00:00,1.715
2022-06-25 04:19:45+00:00,1.725
2022-06-25 05:20:29+00:00,1.715
2022-06-25 06:20:36+00:00,1.715
2022-06-25 07:20:46+00:00,1.725
2022-06-25 08:20:43+00:00,1.305
2022-06-25 09:20:40+00:00,1.715
2022-06-25 10:21:06+00:00,1.715
2022-06-25 11:21:41+00:00,1.725
2022-06-25 12:21:39+00:00,1.725
2022-06-25 13:21:35+00:00,1.725
2022-06-25 14:21:38+00:00,1.775
2022-06-25 15:21:44+00:00,1.785
2022-06-25 16:21:37+00:00,1.785
2022-06-25 17:21:46+00:00,1.795
2022-06-25 18:21:46+00:00,1.785
2022-06-25 19:21:41+00:00,1.785
2022-06-25 20:21:47+00:00,1.775
2022-06-25 21:21:46+00:00,1.785
2022-06-25 22:21:37+00:00,1.775
2022-06-25 23:21:36+00:00,1.775
2022-06-26 00:21:41+00:00,1.765
2022-06-26 01:21:42+00:00,1.765
2022-06-26 02:21:43+00:00,1.765
2022-06-26 03:21:43+00:00,1.765
2022-06-26 04:21:48+00:00,1.765
2022-06-26 05:21:37+00:00,1.725
2022-06-26 06:22:07+00:00,1.695
2022-06-26 07:22:40+00:00,1.665
2022-06-26 08:22:45+00:00,1.655
2022-06-26 09:22:40+00:00,1.665
2022-06-26 10:22:46+00:00,1.665
2022-06-26 11:22:40+00:00,1.665
2022-06-26 12:22:47+00:00,1.655
2022-06-26 13:22:40+00:00,1.635
2022-06-26 14:22:38+00:00,1.685
2022-06-26 15:22:44+00:00,1.715
2022-06-26 16:22:42+00:00,1.725
2022-06-26 17:22:39+00:00,1.735
2022-06-26 18:22:44+00:00,1.745
2022-06-26 19:22:40+00:00,1.725
2022-06-26 20:22:42+00:00,1.745
2022-06-26 21:22:43+00:00,1.745
2022-06-26 22:22:43+00:00,1.725
2022-06-26 23:22:48+00:00,1.725
2022-06-27 00:22:41+00:00,1.715
2022-06-27 01:22:38+00:00,1.715
2022-06-27 02:22:41+00:00,1.705
2022-06-27 03:22:45+00:00,1.705
2022-06-27 04:22:46+00:00,1.685
2022-06-27 05:22:45+00:00,1.695
2022-06-27 06:22:49+00:00,1.665
2022-06-27 07:22:47+00:00,1.645
2022-06-27 08:22:42+00:00,1.645
2022-06-27 09:22:40+00:00,1.655
2022-06-27 10:22:38+00:00,1.645
2022-06-27 11:22:40+00:00,1.665
2022-06-27 12:22:38+00:00,1.675
2022-06-27 13:23:26+00:00,1.695
2022-06-27 14:23:51+00:00,1.685
2022-06-27 15:23:51+00:00,1.695
2022-06-27 16:23:49+00:00,1.705
2022-06-27 17:23:51+00:00,1.705
2022-06-27 18:23:58+00:00,1.305
2022-06-27 19:23:46+00:00,1.695
2022-06-27 20:23:43+00:00,1.685
2022-06-27 21:23:39+00:00,1.675
2022-06-27 22:23:50+00:00,1.685
2022-06-27 23:23:46+00:00,1.655
2022-06-28 00:23:41+00:00,1.685
2022-06-28 01:23:49+00:00,1.685
2022-06-28 02:23:44+00:00,1.685
2022-06-28 03:23:45+00:00,1.675
2022-06-28 04:24:04+00:00,1.665
2022-06-28 05:23:39+00:00,1.665
2022-06-28 06:23:44+00:00,1.635
2022-06-28 07:23:49+00:00,1.635
2022-06-28 08:23:45+00:00,1.625
2022-06-28 09:23:47+00:00,1.635
2022-06-28 10:23:41+00:00,1.635
2022-06-28 11:23:39+00:00,1.635
2022-06-28 12:23:41+00:00,1.645
2022-06-28 13:23:43+00:00,1.635
2022-06-28 14:23:44+00:00,1.635
2022-06-28 15:23:42+00:00,1.655
2022-06-28 16:23:47+00:00,1.665
2022-06-28 17:24:37+00:00,1.675
2022-06-28 18:24:43+00:00,1.705
2022-06-28 19:24:50+00:00,1.725
2022-06-28 20:24:41+00:00,1.715
2022-06-28 21:24:58+00:00,1.695
2022-06-28 22:24:41+00:00,1.715
2022-06-28 23:24:51+00:00,1.715
2022-06-29 00:24:42+00:00,1.715
2022-06-29 01:24:52+00:00,1.735
2022-06-29 02:24:47+00:00,1.725
2022-06-29 03:24:47+00:00,1.695
2022-06-29 04:24:51+00:00,1.715
2022-06-29 05:24:48+00:00,1.695
2022-06-29 06:24:48+00:00,1.675
2022-06-29 07:24:43+00:00,1.645
2022-06-29 08:24:46+00:00,1.625
2022-06-29 09:24:48+00:00,1.625
2022-06-29 10:24:45+00:00,1.615
2022-06-29 11:24:46+00:00,1.625
2022-06-29 12:25:28+00:00,1.615
2022-06-29 13:26:17+00:00,1.635
2022-06-29 14:27:02+00:00,1.635
2022-06-29 15:26:40+00:00,1.635
2022-06-29 16:26:45+00:00,1.655
2022-06-29 17:26:47+00:00,1.675
2022-06-29 18:26:46+00:00,1.655
2022-06-29 19:26:47+00:00,1.655
2022-06-29 20:26:45+00:00,1.635
2022-06-29 21:26:54+00:00,1.655
2022-06-29 22:26:44+00:00,1.655
2022-06-29 23:26:44+00:00,1.685
2022-06-30 00:26:49+00:00,1.665
2022-06-30 01:26:51+00:00,1.655
2022-06-30 02:26:54+00:00,1.655
2022-06-30 03:26:45+00:00,1.655
2022-06-30 04:26:51+00:00,1.675
2022-06-30 05:27:39+00:00,1.645
2022-06-30 06:27:56+00:00,1.645
2022-06-30 07:27:45+00:00,1.615
2022-06-30 08:27:53+00:00,1.645
2022-06-30 09:27:43+00:00,1.655
2022-06-30 10:27:46+00:00,1.655
2022-06-30 11:27:48+00:00,1.665
2022-06-30 12:27:52+00:00,1.655
2022-06-30 13:27:48+00:00,1.665
2022-06-30 14:27:50+00:00,1.665
2022-06-30 15:27:46+00:00,1.655
2022-06-30 16:28:33+00:00,1.655
2022-06-30 17:28:54+00:00,1.655
2022-06-30 18:28:46+00:00,1.645
2022-06-30 19:28:48+00:00,1.635
2022-06-30 20:28:45+00:00,1.635
2022-06-30 21:28:49+00:00,1.305
2022-06-30 22:28:51+00:00,1.635
2022-06-30 23:28:48+00:00,1.635
2022-07-01 00:29:06+00:00,1.635
2022-07-01 01:28:51+00:00,1.615
2022-07-01 02:28:43+00:00,1.605
2022-07-01 03:28:49+00:00,1.605
2022-07-01 04:28:49+00:00,1.625
2022-07-01 05:28:50+00:00,1.625
2022-07-01 06:28:57+00:00,1.615
2022-07-01 07:29:10+00:00,1.615
2022-07-01 08:29:48+00:00,1.605
2022-07-01 09:29:55+00:00,1.605
2022-07-01 10:29:56+00:00,1.605
2022-07-01 11:29:49+00:00,1.635
2022-07-01 12:29:58+00:00,1.615
2022-07-01 13:29:50+00:00,1.615
2022-07-01 14:29:56+00:00,1.625
2022-07-01 15:29:48+00:00,1.625
2022-07-01 16:30:32+00:00,1.655
2022-07-01 17:30:46+00:00,1.665
2022-07-01 18:31:29+00:00,1.675
2022-07-01 19:31:47+00:00,1.685
2022-07-01 20:31:51+00:00,1.715
2022-07-01 21:31:52+00:00,1.705
2022-07-01 22:31:53+00:00,1.705
2022-07-01 23:31:47+00:00,1.705
2022-07-02 00:31:53+00:00,1.705
2022-07-02 01:31:47+00:00,1.695
2022-07-02 02:31:53+00:00,1.695
2022-07-02 03:31:50+00:00,1.685
2022-07-02 04:31:58+00:00,1.685
2022-07-02 05:31:48+00:00,1.675
2022-07-02 06:31:48+00:00,1.665
2022-07-02 07:31:48+00:00,1.665
2022-07-02 08:31:53+00:00,1.665
2022-07-02 09:31:53+00:00,1.655
2022-07-02 10:31:55+00:00,1.665
2022-07-02 11:31:45+00:00,1.635
2022-07-02 12:31:54+00:00,1.655
2022-07-02 13:31:47+00:00,1.685
2022-07-02 14:31:55+00:00,1.695
2022-07-02 15:31:48+00:00,1.675
2022-07-02 16:31:54+00:00,1.675
2022-07-02 17:31:47+00:00,1.685
2022-07-02 18:31:52+00:00,1.665
2022-07-02 19:31:58+00:00,1.665
2022-07-03 23:32:01+00:00,1.545
2022-07-04 00:31:52+00:00,1.565
2022-07-04 01:31:56+00:00,1.585
2022-07-04 02:31:57+00:00,1.555
2022-07-04 03:31:59+00:00,1.575
2022-07-04 04:32:01+00:00,1.545
2022-07-04 05:31:56+00:00,1.545
2022-07-04 06:31:56+00:00,1.565
2022-07-04 07:31:55+00:00,1.545
2022-07-04 08:32:13+00:00,1.545
2022-07-04 09:32:56+00:00,1.545
2022-07-04 10:32:53+00:00,1.545
2022-07-04 11:32:56+00:00,1.525
2022-07-04 12:32:52+00:00,1.535
2022-07-04 13:32:51+00:00,1.305
2022-07-04 14:33:00+00:00,1.535
2022-07-04 15:32:56+00:00,1.535
2022-07-04 16:33:44+00:00,1.535
2022-07-04 17:33:54+00:00,1.565
2022-07-04 18:34:08+00:00,1.555
2022-07-04 19:33:59+00:00,1.555
2022-07-04 20:33:51+00:00,1.545
2022-07-04 21:34:00+00:00,1.565
2022-07-04 22:34:01+00:00,1.545
2022-07-04 23:33:53+00:00,1.545
2022-07-05 00:33:59+00:00,1.545
2022-07-05 01:33:56+00:00,1.565
2022-07-05 02:33:55+00:00,1.565
2022-07-05 03:33:53+00:00,1.565
2022-07-05 04:33:59+00:00,1.545
2022-07-05 05:33:51+00:00,1.565
2022-07-05 06:33:59+00:00,1.545
2022-07-05 07:33:53+00:00,1.525
2022-07-05 08:33:52+00:00,1.525
2022-07-05 09:33:58+00:00,1.515
2022-07-05 10:33:53+00:00,1.515
2022-07-05 11:33:53+00:00,1.515
2022-07-05 12:33:59+00:00,1.505
2022-07-05 13:34:05+00:00,1.525
2022-07-05 14:33:57+00:00,1.515
2022-07-05 15:34:04+00:00,1.515
2022-07-05 16:33:53+00:00,1.505
2022-07-05 17:34:05+00:00,1.535
2022-07-05 18:34:13+00:00,1.565
2022-07-05 19:34:03+00:00,1.555
2022-07-05 20:34:00+00:00,1.495
2022-07-05 21:33:56+00:00,1.535
2022-07-05 22:34:05+00:00,1.525
2022-07-05 23:34:03+00:00,1.515
2022-07-06 00:33:55+00:00,1.515
2022-07-06 01:34:00+00:00,1.525
2022-07-06 02:34:06+00:00,1.515
2022-07-06 03:34:02+00:00,1.515
2022-07-06 04:33:59+00:00,1.525
2022-07-06 05:34:05+00:00,1.515
2022-07-06 06:34:07+00:00,1.485
2022-07-06 07:33:56+00:00,1.465
2022-07-06 08:34:04+00:00,1.465
2022-07-06 09:33:58+00:00,1.465
2022-07-06 10:34:05+00:00,1.465
2022-07-06 11:33:54+00:00,1.475
2022-07-06 12:33:55+00:00,1.305
2022-07-06 13:33:53+00:00,1.495
2022-07-06 14:33:55+00:00,1.505
2022-07-06 15:34:00+00:00,1.475
2022-07-06 16:34:00+00:00,1.495
2022-07-06 17:33:57+00:00,1.465
2022-07-06 18:33:59+00:00,1.475
2022-07-06 19:34:04+00:00,1.465
2022-07-06 20:33:57+00:00,1.465
2022-07-06 21:34:02+00:00,1.455
2022-07-06 22:33:56+00:00,1.465
2022-07-06 23:34:05+00:00,1.465
2022-07-07 00:34:05+00:00,1.475
2022-07-07 01:34:01+00:00,1.465
2022-07-07 02:33:58+00:00,1.465
2022-07-07 03:34:08+00:00,1.455
2022-07-07 04:33:59+00:00,1.475
2022-07-07 05:34:07+00:00,1.475
2022-07-07 06:33:54+00:00,1.475
2022-07-07 07:34:01+00:00,1.465
2022-07-07 08:34:12+00:00,1.455
2022-07-07 09:34:03+00:00,1.475
2022-07-07 10:33:56+00:00,1.465
2022-07-07 11:34:06+00:00,1.465
2022-07-07 12:34:23+00:00,1.455
2022-07-07 13:35:20+00:00,1.485
2022-07-07 14:35:01+00:00,1.505
2022-07-07 15:35:00+00:00,1.505
2022-07-07 16:34:55+00:00,1.535
2022-07-07 17:35:09+00:00,1.525
2022-07-07 18:35:03+00:00,1.525
2022-07-07 19:35:02+00:00,1.535
2022-07-07 20:35:02+00:00,1.535
2022-07-07 21:35:04+00:00,1.545
2022-07-07 22:35:06+00:00,1.555
2022-07-07 23:35:06+00:00,1.555
2022-07-08 00:35:08+00:00,1.545
2022-07-08 01:35:04+00:00,1.535
2022-07-08 02:34:58+00:00,1.545
2022-07-08 03:35:03+00:00,1.535
2022-07-08 04:35:09+00:00,1.525
2022-07-08 05:35:07+00:00,1.515
2022-07-08 06:35:03+00:00,1.495
2022-07-08 07:35:10+00:00,1.465
2022-07-08 08:35:11+00:00,1.455
2022-07-08 09:35:03+00:00,1.435
2022-07-08 10:35:22+00:00,1.455
2022-07-08 11:36:03+00:00,1.445
2022-07-08 12:36:09+00:00,1.435
2022-07-08 13:36:05+00:00,1.445
2022-07-08 14:36:00+00:00,1.435
2022-07-08 15:35:58+00:00,1.435
2022-07-08 16:36:02+00:00,1.435
2022-07-08 17:36:09+00:00,1.435
2022-07-08 18:36:08+00:00,1.445
2022-07-08 19:36:24+00:00,1.445
2022-07-08 20:36:00+00:00,1.435
2022-07-08 21:36:03+00:00,1.435
2022-07-08 22:36:05+00:00,1.435
2022-07-08 23:36:08+00:00,1.445
2022-07-09 00:36:12+00:00,1.445
2022-07-09 01:36:05+00:00,1.445
2022-07-09 02:36:06+00:00,1.445
2022-07-09 03:36:09+00:00,1.455
2022-07-09 04:35:59+00:00,1.445
2022-07-09 05:36:04+00:00,1.455
2022-07-09 06:36:52+00:00,1.445
2022-07-09 07:37:05+00:00,1.445
2022-07-09 08:37:05+00:00,1.425
2022-07-09 09:37:01+00:00,1.425
2022-07-09 10:37:05+00:00,1.445
2022-07-09 11:37:00+00:00,1.465
2022-07-09 12:37:01+00:00,1.455
2022-07-09 13:37:04+00:00,1.475
2022-07-09 14:37:02+00:00,1.465
2022-07-09 15:37:03+00:00,1.455
2022-07-09 16:37:06+00:00,1.475
2022-07-09 17:37:04+00:00,1.495
2022-07-09 18:37:11+00:00,1.535
2022-07-09 19:37:10+00:00,1.505
2022-07-09 20:37:10+00:00,1.525
2022-07-09 21:37:02+00:00,1.525
2022-07-09 22:37:02+00:00,1.525
2022-07-09 23:37:12+00:00,1.525
2022-07-10 00:37:24+00:00,1.535
2022-07-10 01:37:07+00:00,1.515
2022-07-10 02:37:06+00:00,1.485
2022-07-10 03:37:12+00:00,1.525
2022-07-10 04:37:06+00:00,1.525
2022-07-10 05:37:27+00:00,1.525
2022-07-10 06:38:06+00:00,1.475
2022-07-10 07:38:09+00:00,1.445
2022-07-10 08:38:09+00:00,1.425
2022-07-10 09:38:07+00:00,1.425
2022-07-10 10:38:11+00:00,1.405
2022-07-10 11:38:02+00:00,1.435
2022-07-10 12:37:59+00:00,1.415
2022-07-10 13:38:05+00:00,1.425
2022-07-10 14:38:07+00:00,1.435
2022-07-10 15:38:02+00:00,1.435
2022-07-10 16:38:08+00:00,1.435
2022-07-10 17:38:09+00:00,1.425
2022-07-10 18:38:12+00:00,1.435
2022-07-10 19:38:07+00:00,1.415
2022-07-10 20:38:09+00:00,1.425
2022-07-10 21:38:10+00:00,1.425
2022-07-10 22:38:02+00:00,1.435
2022-07-10 23:38:08+00:00,1.435
2022-07-11 00:38:03+00:00,1.435
2022-07-11 01:38:09+00:00,1.435
2022-07-11 02:38:10+00:00,1.435
2022-07-11 03:38:06+00:00,1.435
2022-07-11 04:38:14+00:00,1.435
2022-07-11 05:38:13+00:00,1.445
2022-07-11 06:38:16+00:00,1.445
2022-07-11 07:38:06+00:00,1.425
2022-07-11 08:38:07+00:00,1.425
2022-07-11 09:38:03+00:00,1.425
2022-07-11 10:38:08+00:00,1.445
2022-07-11 11:38:11+00:00,1.435
2022-07-11 12:38:09+00:00,1.445
2022-07-11 13:38:09+00:00,1.475
2022-07-11 14:38:10+00:00,1.435
2022-07-11 15:38:14+00:00,1.455
2022-07-11 16:38:04+00:00,1.475
2022-07-11 17:38:10+00:00,1.495
2022-07-11 18:38:04+00:00,1.495
2022-07-11 19:38:14+00:00,1.525
2022-07-11 20:38:07+00:00,1.505
2022-07-11 21:38:10+00:00,1.505
2022-07-11 22:38:10+00:00,1.495
2022-07-11 23:38:04+00:00,1.485
2022-07-12 00:38:05+00:00,1.465
2022-07-12 01:38:05+00:00,1.475
2022-07-12 02:38:11+00:00,1.475
2022-07-12 03:38:17+00:00,1.465
2022-07-12 04:38:05+00:00,1.475
2022-07-12 05:38:11+00:00,1.465
2022-07-12 06:38:11+00:00,1.405
2022-07-12 07:38:16+00:00,1.395
2022-07-12 08:38:08+00:00,1.385
2022-07-12 09:38:04+00:00,1.405
2022-07-12 10:38:07+00:00,1.395
2022-07-12 11:38:13+00:00,1.405
2022-07-12 12:38:11+00:00,1.395
2022-07-12 13:38:09+00:00,1.395
2022-07-12 14:38:05+00:00,1.435
2022-07-12 15:38:11+00:00,1.455
2022-07-12 16:38:06+00:00,1.475
2022-07-12 17:38:12+00:00,1.475
2022-07-12 18:38:12+00:00,1.455
2022-07-12 19:38:11+00:00,1.465
2022-07-12 20:38:12+00:00,1.455
2022-07-12 21:38:12+00:00,1.465
2022-07-12 22:38:16+00:00,1.435
2022-07-12 23:38:17+00:00,1.455
2022-07-13 00:38:12+00:00,1.445
2022-07-13 01:38:06+00:00,1.455
2022-07-13 02:38:13+00:00,1.445
2022-07-13 03:38:16+00:00,1.435
2022-07-13 04:38:04+00:00,1.455
2022-07-13 05:38:11+00:00,1.445
2022-07-13 06:38:08+00:00,1.435
2022-07-13 07:38:13+00:00,1.305
2022-07-13 08:38:16+00:00,1.445
2022-07-13 09:38:14+00:00,1.415
2022-07-13 10:38:12+00:00,1.465
2022-07-13 11:38:14+00:00,1.465
2022-07-13 12:38:17+00:00,1.465
2022-07-13 13:38:13+00:00,1.475
2022-07-13 14:38:09+00:00,1.455
2022-07-13 15:38:09+00:00,1.445
2022-07-13 16:38:06+00:00,1.435
2022-07-13 17:38:10+00:00,1.445
2022-07-13 18:38:12+00:00,1.435
2022-07-13 19:38:15+00:00,1.415
2022-07-13 20:38:13+00:00,1.405
2022-07-13 21:38:15+00:00,1.415
2022-07-13 22:38:14+00:00,1.415
2022-07-13 23:38:15+00:00,1.375
2022-07-14 00:38:13+00:00,1.395
2022-07-14 01:38:17+00:00,1.375
2022-07-14 02:38:19+00:00,1.375
2022-07-14 03:38:13+00:00,1.385
2022-07-14 04:38:08+00:00,1.385
2022-07-14 05:38:14+00:00,1.395
2022-07-14 06:38:12+00:00,1.395
2022-07-14 07:38:14+00:00,1.395
2022-07-14 08:38:14+00:00,1.395
2022-07-14 09:38:15+00:00,1.385
2022-07-14 10:38:10+00:00,1.385
2022-07-14 11:38:05+00:00,1.385
2022-07-14 12:38:19+00:00,1.385
2022-07-14 13:38:09+00:00,1.395
2022-07-14 14:38:13+00:00,1.365
2022-07-14 15:38:20+00:00,1.375
2022-07-14 16:38:10+00:00,1.385
2022-07-14 17:38:18+00:00,1.365
2022-07-14 18:38:20+00:00,1.395
2022-07-14 19:38:13+00:00,1.385
2022-07-14 20:38:11+00:00,1.375
2022-07-14 21:38:15+00:00,1.365
2022-07-14 22:38:12+00:00,1.365
2022-07-14 23:38:18+00:00,1.355
2022-07-15 00:39:00+00:00,1.375
2022-07-15 01:39:16+00:00,1.385
2022-07-15 02:39:17+00:00,1.385
2022-07-15 03:39:11+00:00,1.385
2022-07-15 04:39:11+00:00,1.395
2022-07-15 05:39:12+00:00,1.435
2022-07-15 06:39:19+00:00,1.435
2022-07-15 07:39:20+00:00,1.455
2022-07-15 08:39:22+00:00,1.505
2022-07-15 09:39:24+00:00,1.535
2022-07-15 10:39:21+00:00,1.575
2022-07-15 11:39:25+00:00,1.605
2022-07-15 12:39:20+00:00,1.605
2022-07-15 13:39:24+00:00,1.605
2022-07-15 14:39:39+00:00,1.625
2022-07-15 15:40:19+00:00,1.605
2022-07-15 16:40:13+00:00,1.305
2022-07-15 17:40:18+00:00,1.615
2022-07-15 18:40:09+00:00,1.615
2022-07-15 19:40:14+00:00,1.585
2022-07-15 20:40:18+00:00,1.575
2022-07-15 21:40:12+00:00,1.565
2022-07-15 22:40:19+00:00,1.555
2022-07-15 23:40:13+00:00,1.555
2022-07-16 00:40:19+00:00,1.535
2022-07-16 01:40:19+00:00,1.525
2022-07-16 02:40:14+00:00,1.525
2022-07-16 03:40:15+00:00,1.525
2022-07-16 04:40:13+00:00,1.515
2022-07-16 05:40:13+00:00,1.485
2022-07-16 06:40:13+00:00,1.495
2022-07-16 07:40:19+00:00,1.505
2022-07-16 08:40:10+00:00,1.495
2022-07-16 09:40:13+00:00,1.495
2022-07-16 10:40:18+00:00,1.495
2022-07-16 11:40:22+00:00,1.485
2022-07-16 12:40:19+00:00,1.485
2022-07-16 13:40:26+00:00,1.485
2022-07-16 14:40:24+00:00,1.465
2022-07-16 15:40:20+00:00,1.475
2022-07-16 16:40:18+00:00,1.485
2022-07-16 17:40:50+00:00,1.515
2022-07-16 18:41:21+00:00,1.555
2022-07-16 19:41:18+00:00,1.555
2022-07-16 20:41:25+00:00,1.555
2022-07-16 21:41:16+00:00,1.555
2022-07-16 22:41:17+00:00,1.555
2022-07-16 23:41:21+00:00,1.545
2022-07-17 00:41:27+00:00,1.535
2022-07-17 01:41:22+00:00,1.545
2022-07-17 02:41:27+00:00,1.535
2022-07-17 03:41:27+00:00,1.535
2022-07-17 04:41:21+00:00,1.535
2022-07-17 05:41:16+00:00,1.485
2022-07-17 06:41:21+00:00,1.445
2022-07-17 07:41:27+00:00,1.435
2022-07-17 08:41:21+00:00,1.435
2022-07-17 09:41:26+00:00,1.425
2022-07-17 10:41:13+00:00,1.415
2022-07-17 11:41:21+00:00,1.415
2022-07-17 12:41:16+00:00,1.415
2022-07-17 13:41:27+00:00,1.435
2022-07-17 14:41:27+00:00,1.445
2022-07-17 15:41:18+00:00,1.485
2022-07-17 16:41:20+00:00,1.485
2022-07-17 17:41:22+00:00,1.505
2022-07-17 18:41:25+00:00,1.505
2022-07-17 19:41:22+00:00,1.495
2022-07-17 20:41:19+00:00,1.505
2022-07-17 21:41:22+00:00,1.495
2022-07-17 22:41:16+00:00,1.485
2022-07-17 23:41:17+00:00,1.495
2022-07-18 01:41:22+00:00,1.495
2022-07-18 02:41:26+00:00,1.485
2022-07-18 03:41:25+00:00,1.485
2022-07-18 04:41:28+00:00,1.495
2022-07-18 05:41:18+00:00,1.475
2022-07-18 06:41:26+00:00,1.455
2022-07-18 07:41:16+00:00,1.445
2022-07-18 08:41:21+00:00,1.425
2022-07-18 09:41:25+00:00,1.395
2022-07-18 10:41:22+00:00,1.405
2022-07-18 11:41:19+00:00,1.425
2022-07-18 12:41:28+00:00,1.405
2022-07-18 13:41:18+00:00,1.415
2022-07-18 14:41:21+00:00,1.415
2022-07-18 15:41:16+00:00,1.435
2022-07-18 16:41:23+00:00,1.415
2022-07-18 17:41:28+00:00,1.415
2022-07-18 18:41:21+00:00,1.425
2022-07-18 19:41:18+00:00,1.405
2022-07-18 20:41:18+00:00,1.405
2022-07-18 21:41:19+00:00,1.415
2022-07-18 22:41:24+00:00,1.425
2022-07-18 23:41:28+00:00,1.405
2022-07-19 00:41:25+00:00,1.405
2022-07-19 01:41:24+00:00,1.425
2022-07-19 02:41:23+00:00,1.415
2022-07-19 03:41:20+00:00,1.425
2022-07-19 04:41:29+00:00,1.425
2022-07-19 05:41:16+00:00,1.425
2022-07-19 06:41:19+00:00,1.415
2022-07-19 07:41:24+00:00,1.415
2022-07-19 08:41:19+00:00,1.415
2022-07-19 09:41:21+00:00,1.415
2022-07-19 10:41:26+00:00,1.305
2022-07-19 11:41:24+00:00,1.415
2022-07-19 12:41:25+00:00,1.415
2022-07-19 13:41:24+00:00,1.405
2022-07-19 14:41:22+00:00,1.395
2022-07-19 15:41:25+00:00,1.365
2022-07-19 16:41:27+00:00,1.375
2022-07-19 17:41:28+00:00,1.335
2022-07-19 18:41:21+00:00,1.395
2022-07-19 19:41:21+00:00,1.395
2022-07-19 20:41:19+00:00,1.405
2022-07-19 21:41:22+00:00,1.405
2022-07-19 22:41:26+00:00,1.405
2022-07-19 23:41:26+00:00,1.375
2022-07-20 00:41:22+00:00,1.405
2022-07-20 01:41:21+00:00,1.405
2022-07-20 02:41:29+00:00,1.405
2022-07-20 03:41:32+00:00,1.415
2022-07-20 04:41:28+00:00,1.305
2022-07-20 05:41:22+00:00,1.405
2022-07-20 06:41:27+00:00,1.395
2022-07-20 07:41:25+00:00,1.365
2022-07-20 08:41:30+00:00,1.375
2022-07-20 09:41:31+00:00,1.355
2022-07-20 10:41:25+00:00,1.375
2022-07-20 11:41:27+00:00,1.405
2022-07-20 12:41:24+00:00,1.425
2022-07-20 13:41:32+00:00,1.435
2022-07-20 14:41:30+00:00,1.425
2022-07-20 15:41:30+00:00,1.445
2022-07-20 16:41:28+00:00,1.445
2022-07-20 17:41:20+00:00,1.445
2022-07-20 18:41:26+00:00,1.445
2022-07-20 19:41:27+00:00,1.455
2022-07-20 20:41:30+00:00,1.445
2022-07-20 21:41:49+00:00,1.455
2022-07-20 22:42:22+00:00,1.435
2022-07-20 23:42:27+00:00,1.435
2022-07-21 00:42:30+00:00,1.435
2022-07-21 01:42:22+00:00,1.425
2022-07-21 02:42:24+00:00,1.425
2022-07-21 03:42:27+00:00,1.425
2022-07-21 04:42:28+00:00,1.405
2022-07-21 05:42:22+00:00,1.415
2022-07-21 06:42:29+00:00,1.405
